#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B9C482
#Date Time: 2026-06-04 10:23:47.437
#Sample rate: 5e+07Hz
#Samples: 8192
#Trigger: Source: Trigger 1 Condition: Rising
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-3.436e-05,-0.01403250623231991,-0.01349716818075288
-3.434e-05,-0.01403250623231991,-0.01349716818075288
-3.432e-05,-0.01335682209862288,-0.01316009409416738
-3.43e-05,-0.01335682209862288,-0.01417131635392387
-3.428e-05,-0.01403250623231991,-0.01349716818075288
-3.426e-05,-0.01437034829916843,-0.01383424226733837
-3.424e-05,-0.01403250623231991,-0.01383424226733837
-3.422e-05,-0.01403250623231991,-0.01383424226733837
-3.42e-05,-0.0136946641654714,-0.01450839044050936
-3.418e-05,-0.01403250623231991,-0.01383424226733837
-3.416e-05,-0.01403250623231991,-0.01214887183441089
-3.414e-05,-0.01504603243286545,-0.01282302000758188
-3.412e-05,-0.01470819036601694,-0.01316009409416738
-3.41e-05,-0.01470819036601694,-0.01349716818075288
-3.408e-05,-0.01504603243286545,-0.01282302000758188
-3.406e-05,-0.01504603243286545,-0.01282302000758188
-3.404e-05,-0.01470819036601694,-0.01349716818075288
-3.402e-05,-0.01470819036601694,-0.01349716818075288
-3.4e-05,-0.01437034829916843,-0.01383424226733837
-3.398e-05,-0.01437034829916843,-0.01450839044050936
-3.396e-05,-0.01470819036601694,-0.01417131635392387
-3.394e-05,-0.01538387449971397,-0.01282302000758188
-3.392e-05,-0.01572171656656248,-0.01349716818075288
-3.39e-05,-0.01504603243286545,-0.01450839044050936
-3.388e-05,-0.01572171656656248,-0.01484546452709486
-3.386e-05,-0.016059558633411,-0.01450839044050936
-3.384e-05,-0.01470819036601694,-0.01450839044050936
-3.382e-05,-0.016059558633411,-0.01484546452709486
-3.38e-05,-0.01639740070025951,-0.01417131635392387
-3.378e-05,-0.01538387449971397,-0.01450839044050936
-3.376e-05,-0.01572171656656248,-0.01417131635392387
-3.374e-05,-0.01470819036601694,-0.01383424226733837
-3.372e-05,-0.01504603243286545,-0.01484546452709486
-3.37e-05,-0.01437034829916843,-0.01417131635392387
-3.368e-05,-0.01538387449971397,-0.01518253861368036
-3.366e-05,-0.01504603243286545,-0.01450839044050936
-3.364e-05,-0.01538387449971397,-0.01484546452709486
-3.362e-05,-0.01470819036601694,-0.01349716818075288
-3.36e-05,-0.01504603243286545,-0.01383424226733837
-3.358e-05,-0.01437034829916843,-0.01417131635392387
-3.356e-05,-0.0136946641654714,-0.01518253861368036
-3.354e-05,-0.0136946641654714,-0.01484546452709486
-3.352e-05,-0.01437034829916843,-0.01417131635392387
-3.35e-05,-0.01504603243286545,-0.01585668678685135
-3.348e-05,-0.01437034829916843,-0.01518253861368036
-3.346e-05,-0.01403250623231991,-0.01585668678685135
-3.344e-05,-0.01437034829916843,-0.01653083496002234
-3.342e-05,-0.01437034829916843,-0.01686790904660784
-3.34e-05,-0.01403250623231991,-0.01585668678685135
-3.338e-05,-0.01437034829916843,-0.01484546452709486
-3.336e-05,-0.01470819036601694,-0.01518253861368036
-3.334e-05,-0.01403250623231991,-0.01518253861368036
-3.332e-05,-0.01504603243286545,-0.01585668678685135
-3.33e-05,-0.01504603243286545,-0.01585668678685135
-3.328e-05,-0.01437034829916843,-0.01551961270026585
-3.326e-05,-0.01403250623231991,-0.01585668678685135
-3.324e-05,-0.01335682209862288,-0.01551961270026585
-3.322e-05,-0.01335682209862288,-0.01653083496002234
-3.32e-05,-0.01301898003177437,-0.01585668678685135
-3.318e-05,-0.01335682209862288,-0.01720498313319333
-3.316e-05,-0.01268113796492585,-0.01585668678685135
-3.314e-05,-0.01403250623231991,-0.01619376087343685
-3.312e-05,-0.01335682209862288,-0.01653083496002234
-3.31e-05,-0.01335682209862288,-0.01585668678685135
-3.308e-05,-0.01335682209862288,-0.01484546452709486
-3.306e-05,-0.0136946641654714,-0.01484546452709486
-3.304e-05,-0.01301898003177437,-0.01383424226733837
-3.302e-05,-0.01335682209862288,-0.01282302000758188
-3.3e-05,-0.01403250623231991,-0.01484546452709486
-3.298e-05,-0.01335682209862288,-0.01551961270026585
-3.296e-05,-0.01335682209862288,-0.01282302000758188
-3.294e-05,-0.01437034829916843,-0.01417131635392387
-3.292e-05,-0.01335682209862288,-0.01417131635392387
-3.29e-05,-0.01437034829916843,-0.01417131635392387
-3.288e-05,-0.01335682209862288,-0.01383424226733837
-3.286e-05,-0.01335682209862288,-0.01484546452709486
-3.284e-05,-0.01335682209862288,-0.01417131635392387
